meanAmplitude,minAmplitude,maxAmplitude,stdAmplitude,energy,power,meanPitch,minPitch,maxPitch,stdPitch,meanHarmonicity,minHarmonicity,maxHarmonicity,stdHarmonicity,minIntensity,maxIntensity,quantileIntensity,meanIntensity,stdIntensity,speakingRate,articulationRate,minFormant1,maxFormant1,quantileFormant1,meanFormant1,stdFormant1,minFormant2,maxFormant2,quantileFormant2,meanFormant2,stdFormant2,minFormant3,maxFormant3,quantileFormant3,meanFormant3,stdFormant3,Result
-2.2604861628775973e-05,-0.2026502217887709,0.23010071540059954,0.044499827608238014,0.013583258116287956,0.001980229153817344,330.98640221992156,87.19584998568847,635.6743118794682,123.3388158783749,9.156687153433726,-226.7679893255108,35.72078319577304,5.775877740141962,33.76923924841542,74.15616720939009,64.75364111521361,62.53765495708871,8.395704568197702,5.1024592031052105,5.1024592031052105,155.97704632321341,2021.4015225307367,602.6484642358539,653.3013981016844,256.40405142326887,631.1676866440052,3894.914807342482,1831.9152583464606,1824.8621553662176,384.5353149980878,1347.1187292206491,4752.063132230614,2821.8630640303086,2812.559159341131,451.1178059634345,0
-1.578954199802844e-05,-0.2702376430199623,0.29228898705322565,0.04392135045239846,0.008997173343455263,0.0019290766579228781,279.28097999594837,149.18229087230296,628.8739913001803,85.61061162668653,7.491033365689738,-226.78995643966718,41.45332464841651,5.715397187760781,32.20395256143172,77.42952593437799,63.992540455264894,60.57124907579441,10.64705876105035,5.789048157197672,6.244233358949465,11.019387493027551,2332.8167264402573,595.6380745948263,619.2152914910126,224.2040231519804,556.3309149499692,3727.1733407956417,1996.686533426231,2003.1007134191943,398.4761654912556,1796.7166747160443,4552.337596241195,3063.45241750417,3022.878706948503,337.70068840212656,0
-6.863498631176011e-05,-0.29477988772142355,0.28267535637766916,0.045217895018779146,0.01199288411133845,0.002044655478361194,279.5601729272411,78.20530291946943,563.748168514424,95.20166348282243,7.3856698786354045,-226.29182673211147,43.29451681388031,4.597891419935855,41.071808349129114,77.49895052178229,63.776698302385455,62.3744090831408,7.945142239528272,5.796627868567146,6.154136224369549,--undefined--,2797.2971380611234,556.4950353106311,627.3156266268247,347.9664438534117,453.2625360894778,3868.1287875985518,1935.2754290217392,1990.454517324687,452.69994790760995,1405.4033224198724,4786.607894135173,3121.7837831825755,3053.763109627726,412.01470272648015,0
-3.9582907293078945e-05,-0.23079791375008793,0.2787679360832801,0.050960913556797285,0.017558751678230084,0.0025970082750860282,338.4909061164113,87.07647399649771,626.6064471448419,94.31239541976427,8.389526905132819,-227.20768093593392,35.51287952905224,6.965054304765889,37.85787632563573,76.42995208949063,66.09484570718334,63.964947738700474,7.725250589808884,6.064060887115412,6.064060887115412,122.83361183918707,2465.4837492792317,580.1387928817111,631.6785307982425,258.5791545648272,522.3382203749412,3398.347054054384,1752.3743303921551,1820.2233089066287,456.1579727000505,1288.9273044966205,4313.610207672296,2965.040565924282,2944.7662863989776,444.00207915603835,0
-6.226895500944722e-05,-0.2612087287863925,0.2887053138687411,0.046728489135371414,0.009528126711491496,0.002183545149277364,254.40112250241134,87.19914428718107,455.741688327587,94.00600154528611,7.531722030549591,-226.36482408098965,34.583603554843634,5.0588985465981535,45.47654701234287,76.42785535592348,65.12913624423214,62.96322511662244,7.786884123097343,5.270872224317627,5.270872224317627,270.40142335801426,1486.4875639408904,598.7794975574586,626.3313237203591,218.9329648713943,440.71555765081104,3391.8211507158258,1975.538944612856,1943.854788748484,440.53734692812577,1912.9791749246692,4371.516860554109,3101.5497092816795,3059.4034431493706,374.23755756833896,0
-5.1434767569994715e-05,-0.2830827944922808,0.3595613771457112,0.05569708924493799,0.004828395851247478,0.0031021268736849857,322.082364246182,170.30156934686238,580.1644769587315,79.23838307131955,6.436326701475931,-225.04692970420996,21.76217544333264,5.4572975474065215,50.41486348610182,74.59583775257867,67.47073268769212,66.64978780684524,5.541234450282982,3.854854037558057,3.854854037558057,136.75704009244467,1239.0424149772143,720.3003846902925,734.9366575627691,223.59586889893524,424.8361526618599,3277.1929020989814,1665.5522154154094,1701.7263425118645,393.6416593796941,1312.2107777517685,4054.698787760621,2928.0786379492747,2908.1937773766267,412.0911866208274,0
-0.0008346492476884097,-0.35629737226218405,0.3267017041660175,0.07949706606154333,0.015360478579998015,0.006320425976305183,310.456791416218,147.7337551874066,590.9273164488619,113.38885353630785,7.019009031954052,-228.22765140788601,53.560267768982584,5.21574259287941,44.04809186259763,78.73172639816624,70.46248352536769,69.51564211312157,5.898391678420127,5.760625439333413,5.760625439333413,63.835884194074964,2157.5275156399466,599.1153615182548,651.4988934354465,290.1314828213847,888.9034958088947,3331.6753814312488,1888.046928899347,1909.066491595744,454.59572071325937,1850.9699851538453,4606.332843499195,3048.300886417256,3062.250857686272,351.24806498074383,0
-0.00015396450311844348,-0.2823183888738932,0.2100469513050391,0.04069605550972208,0.004341570987890009,0.0016561794770579153,276.65710477309864,125.76454648126928,593.6372037467845,118.06884256727838,5.660389073177009,-225.6881416916634,31.810476789088355,3.8382013132751287,48.808717752526874,74.17535984098177,63.0343503853123,61.94643302516503,6.987817768094009,4.196170993968004,4.196170993968004,334.7198023631419,979.5322592587248,654.1052770872727,642.8948454483684,139.28894469096616,533.9820953336308,3162.3628094299274,2056.615820893987,1996.075200236294,404.69757485217644,1573.9375929160065,4272.383782064842,3071.3468737097664,3009.3700862111855,408.33107282507683,0
-0.00010746594346471841,-0.24547103642703902,0.2892772292614435,0.04362536628694678,0.008003285774514856,0.001903174703998063,332.8604306466852,86.46447642689994,543.6769840854754,76.701815566695,9.197595835675951,-226.1330771725097,34.963596284118736,5.176270276532889,41.025989704686815,74.34229853678656,65.69315317929414,62.28616179341397,8.737483581038768,4.51818420518105,4.930929144927145,150.91670720088186,1494.7935284256512,637.4153759506663,660.7692786075988,239.4290300217291,657.4729983172653,3179.272642735538,1955.2327168601473,1911.1583308007446,371.53568460165474,1444.5922777453823,4030.19989490523,2977.22326254916,2906.8646605771087,402.3211778922635,0
-3.7162993151847024e-05,-0.20433600039072514,0.22618408206573437,0.04293594555177333,0.004329183395098274,0.0018434804471595353,282.3753175274837,192.06317662303636,589.4062549485111,80.79463861420795,8.212419055863041,-225.84377555329823,30.303423941333016,5.48609209110801,45.79878118007892,73.08184137311062,66.09193780081438,63.939791324594815,6.335652187980808,4.6840900622771064,4.6840900622771064,319.2252112509091,1160.3360542563282,560.3698512451117,595.4327171861248,186.7429333370201,975.1216247583702,3041.6467265055917,1942.9618405806118,2024.2968426610526,373.09210181966455,1910.0967297008224,4396.821762756675,3048.865401075044,3038.0538924331663,269.81170378723846,0
-2.9071208825638005e-05,-0.23651207905440144,0.23566474268692683,0.050425873564424635,0.01191494143513652,0.002542758264656558,299.4844727915826,76.66933674377918,502.26528343140023,100.43640976377934,9.77605779345184,-226.7440642736527,41.317841417100055,6.541574281012718,45.069223177492226,74.38228828554014,67.21330698095832,64.83848414151012,6.941979413691609,4.054775031122177,4.054775031122177,183.66810629844147,2129.698837966494,581.6958822669822,609.8743746629958,222.0205069958314,316.34153778351833,3378.1699430906497,1986.800992004243,1966.4495898092732,451.84239235558306,1749.7698892614394,4640.580929371242,3084.7439763169723,3035.7338063769894,365.50440895711927,0
-0.00020390789307708993,-0.23108258762064515,0.20584422729256388,0.035969518746459046,0.004465769790598036,0.0012938400479777018,301.32214876282546,77.13757794423425,598.3855030509461,148.88214941682074,4.814988339369889,-225.9293375015927,27.638133418902306,5.0358565511915705,50.12441314018269,74.44830508910164,55.69105509899407,58.913650338043624,7.154500289579123,3.4766862833861474,3.4766862833861474,25.0079735463016,1551.9613650249023,559.8752865744792,568.65143891202,227.90762165083748,1071.3799697914403,3261.394405094151,1565.8442577280202,1617.9325703092015,318.7642016599816,2053.4817137673917,4152.554509266567,2932.8710380267003,2915.755403568904,308.81106141877314,0
-0.00016432776119145197,-0.39555975365083873,0.2902926554773344,0.04799956536093004,0.013287419099244288,0.0023039769556242443,304.9595259902951,76.22931882292144,608.778736242307,125.92788285521043,4.20925225681415,-226.0183719112559,33.04703383359771,4.38241038651111,52.632523774425415,77.99497612192764,63.091332728785346,63.579020774463075,6.086488016202425,5.5486518509955784,5.5486518509955784,17.434421384362196,1936.7962499297773,666.3078238075761,721.531485241045,252.80310185686497,901.180339808014,3307.1368005555405,1755.988219943867,1812.5895527238392,396.65367273153583,1731.6221419219755,4726.539650596995,3004.93593405351,3018.7447374029157,340.8539193479353,0
-6.977921273428101e-05,-0.2418356645420435,0.2418578008481029,0.043824564270903255,0.013237116722118419,0.0019205914972271955,301.7384523864356,81.6628134762473,548.0598936161787,109.90213670838031,6.663005354871868,-226.25500686732786,27.813545933795137,4.781053228963389,47.20050437048722,74.78199551729293,64.81981949252754,63.5684738182234,6.334935527948081,5.223289584252749,5.223289584252749,136.18899972224202,2235.6814503616615,558.2399041582244,621.8110987380521,247.71614884228327,246.18037618890693,3384.0963301135102,1935.7737503810513,1923.2348732244538,406.0337187495998,1478.4718063155324,4307.710270196045,3011.5185363107444,2979.1007844198843,342.9939602288534,0
-4.807321349338355e-05,-0.18097357499335728,0.21590690508273175,0.03345602085858147,0.004376819347826919,0.0011193016792972223,265.6551063353951,96.1027195502663,629.3898871711103,106.5530912577076,6.153585034192985,-226.48048255625736,36.851765937831466,4.424966447672455,44.174930731892765,72.60199869453079,60.163402981683376,59.48367774841587,7.74461386893819,5.11468073203868,5.11468073203868,--undefined--,2303.79201190097,646.8003219464116,695.3525456051046,290.9514537352894,329.00808131784004,3568.9280826818017,2034.778396372212,2014.131502204573,406.4551658617678,1709.7316151685725,4527.045531205926,3059.689423515835,3024.2501252400325,347.1925515347177,0
-3.940342369459066e-05,-0.24014974721465632,0.22706004587807985,0.03780276130452885,0.002825202700662582,0.0014290352557726766,281.85271091214344,192.56730122462733,458.20228472201364,65.31840651814821,9.008596976749486,-226.45531378070314,38.1269195534214,4.499215114640172,25.93341912465603,72.91607932355302,63.34836988280987,58.58839799964491,11.845330433652785,4.046535154274153,4.046535154274153,146.17738355476996,2407.3124586215527,608.8038957774586,653.3982897855062,287.8791871637111,1055.5997520309047,3577.830301659328,1947.239646882305,1953.9594770679423,296.98496259107543,1779.9797274963535,4558.487143176264,3046.10748072189,3030.4903404561073,306.8063239755247,0
-6.662901935160016e-05,-0.2340713627997617,0.26177999103985006,0.05100686416434777,0.008354723997375307,0.0026016877526032316,373.6985210746855,92.60808606672734,632.3816347474524,114.56575606460284,5.709518793523556,-226.45492318933034,26.492384901969253,5.203504836902044,48.71884210602584,76.87511590178435,65.2250484191903,64.32857742255975,6.721755099987337,4.982451132404746,4.982451132404746,255.97259228491797,1256.5518944068579,728.622221828047,737.2598335752284,202.75882491796798,595.9884412170927,3289.280737919473,1851.705587635529,1866.0296599361523,411.1167935835637,1687.5672262235748,4033.1002500532786,2948.4327283151124,2923.5751495723207,379.387149678214,0
-6.69493922064263e-05,-0.26153405596909135,0.30247425052549193,0.05868707173052877,0.009442426151693023,0.003444150698207127,372.8380770425193,109.5874502243887,631.2784796381885,77.73843528099293,10.733525575882302,-226.6028627817975,30.2916888101449,5.469137109046601,49.27754405366256,77.22841626967652,67.04272506519936,65.72153292750659,6.754421493976773,5.471290920696678,5.471290920696678,161.34429353246918,1651.1638365467404,692.9285144106949,700.0532388063457,162.75880649130607,574.5780037310325,3450.2104331115156,1788.0583279089403,1783.0854116350292,325.13413376056167,1582.6029492201221,4775.645709827837,3039.1860683918076,2975.3355067195025,445.077432459225,0
-3.5159355152100606e-05,-0.2449789227308687,0.2686471921511384,0.041286492162637266,0.003872618365198529,0.0017045600404351079,393.8784205758105,97.72176160288986,599.8491844349041,127.70040436787626,5.393625464773695,-225.99522523983885,29.087745472862736,5.196672843069809,49.914532715518604,76.00069529428377,62.936880236313314,62.427253328005065,6.246858745575134,3.0810989252833507,3.0810989252833507,91.81334316687786,1568.435338934577,852.9355604088598,878.7795329486094,266.34110979418443,814.8775973755228,3115.977852741099,1849.5559941131341,1852.5928887167208,388.1499580719663,1771.13558509534,3796.697703961423,2945.275168495975,2897.4453907170537,426.64788908141765,0
-1.8239535728608447e-05,-0.2619325183660803,0.23426501184908916,0.04352147106046974,0.011192624072738301,0.0018941120980518916,306.10136788533737,132.4951653869247,616.0614971752041,91.19010117636795,8.414063122803318,-227.072784616167,33.944390151643795,6.921214347907154,35.0236449896455,75.33819081333978,64.09578990110215,61.734795774569314,8.971413454163528,6.092229586800169,6.092229586800169,207.31429203093288,1790.0822838400459,666.017362295589,709.4872246811047,241.19271790804905,413.9510568911885,3698.2627923226228,1783.8547809321685,1796.0574225047612,455.7023506572652,1815.997528772408,4450.234778086649,3086.5552636278253,3062.407362062623,385.5144240599293,0
-1.5222470549652991e-05,-0.20632388945622712,0.2596760395651866,0.038680721657483146,0.0038894925791149336,0.0014961864690739523,305.45535549167374,145.185907425887,610.2240561273622,99.10177071051943,7.2282396589569755,-227.018610488789,42.87151237218284,6.250387969586809,44.16910168342541,75.20295506611416,62.279402776596974,61.62230050064956,6.90833783375094,5.000761333856918,5.000761333856918,36.36451716045462,2079.846284519242,650.8398531075044,727.4667535288457,341.49927152830764,737.2549526842497,3369.2157581322117,1842.0943315525046,1881.8107436629823,389.77111931319604,1856.0854241676204,4398.153536095406,3093.6634589596315,3045.4545166411326,313.10241141337,0
-3.5304211777284832e-06,-0.2567989488495214,0.2637042336651461,0.046518629254101024,0.0053654152194115646,0.002163964697400747,381.66612972576854,216.89433872469002,628.4885201662978,83.81442343251237,7.285838531175374,-226.38504884810004,34.59392309254972,5.630896211219123,36.59601680937377,75.41259992484697,63.93033579217561,61.834504988634826,9.388009678483177,4.839807415996572,4.839807415996572,227.14005830149347,1780.3817640887964,623.0680140261437,646.89546368481,234.29497384155678,1182.4369706816526,3350.2464704493855,1886.2422958627046,1877.6453921613427,316.31606886977244,1512.0911712119157,3957.386960171682,2828.9017243539042,2836.2489016912814,349.1358325888684,0
-9.006310168451157e-05,-0.18179350381139014,0.16096084190873305,0.029266190213992613,0.002039476425309355,0.0008565105071512231,363.47155054934996,81.72251944028325,548.3933527451932,139.08397436504848,6.346247390677738,-227.3468847712236,27.539340032836698,6.982246805170803,43.087330838738986,72.1146132768451,57.92050899042889,57.370390153748055,7.878751426094831,2.0998293888621546,2.0998293888621546,20.997069433262325,1641.3944627307524,846.7169667544963,852.9060967472761,297.90052603038396,888.780694823326,3015.721399941562,1818.0520639825297,1873.9132299955945,352.26121605891433,1565.3050423355385,4472.249475262372,2983.636213474836,2987.50778029564,358.752873025978,0
-1.0267419996838708e-05,-0.20307696892984675,0.21057313555543256,0.03626047904505195,0.004207842709205579,0.0013148138868468635,317.4883301082958,104.3704531390924,623.9428384168701,106.64790793010079,7.922789499896453,-226.52637490986126,38.63032709586373,5.7157796130464975,33.13477630581925,75.67906649080024,60.09833872406198,58.60848498603703,9.538935408880223,4.062076866993022,4.062076866993022,--undefined--,2546.1694291718213,661.1875967228873,720.6688578689897,346.8340729562901,712.3422771388514,3718.485538034824,1855.2287593747278,1957.1206008849485,411.54632818023003,1578.9833079435743,4644.240362749918,2917.1045326207122,2944.5724962421223,403.68049501978965,0
-7.2986324762160675e-06,-0.15676146700895835,0.1796886361035656,0.030153909146577854,0.0018373079181765205,0.0009092489156173434,363.8586251094314,177.4685231102891,629.0337968769068,128.24408781716824,10.375492796760764,-226.44483011807233,33.05300634686549,6.1796275497564785,29.600933251909474,70.59944142765747,60.86530853473246,57.6409447202364,10.481144565260188,4.453929665027372,4.453929665027372,96.44765939858432,2468.172738800953,559.4083407953275,661.770672671757,353.3342044559728,648.4880562026411,3774.1448996944705,1797.2295864679945,1849.0559342166252,457.2242980034963,1261.3925935065645,4737.1918981247245,3081.6757621308416,2994.9423247941572,506.42802583839796,0
-4.993750168639771e-06,-0.2236046795818371,0.20570354483510725,0.029118842648286864,0.0024959379726982056,0.0008479010211861189,291.76779728834174,95.7963221126822,624.6275621200816,88.18660645280487,5.95694459128777,-226.75150543252607,39.40210904843818,5.768862390027351,29.694117386072396,73.0174954310845,60.63432896312926,59.045849208509594,7.954529340099624,4.07654852225116,4.07654852225116,211.96228910552207,2228.919786217294,653.0581104593681,696.9734624606847,300.34980419633,524.1290472438285,3298.3703714583103,1920.730407506892,2034.57833582817,484.73133377736787,1899.7655022390838,4577.939526403992,3083.166008350499,3013.392913709522,369.3093464822625,0
-5.400869379875555e-05,-0.23641183701987548,0.23581719843774848,0.04275036445960907,0.007326111259094129,0.0018275870801319977,299.07244473652224,80.63379096103121,620.2909765187015,100.5500492783995,5.478408244112145,-225.99595012875758,32.39304571479309,5.21299549531767,41.504610076947756,75.57028332852443,64.61358763934675,62.996565280985095,7.09135525658547,5.987090336462003,5.987090336462003,71.2427766704485,2255.9583566440347,586.6452176132998,694.2480319878623,342.5684637951465,698.3205687787093,4021.210699752086,1896.4578732173463,1900.2703489930177,445.29309672212435,1620.7984348371413,4607.413783975981,3017.3674354337745,2991.1325114143096,387.6552692062986,0
-6.876412185205438e-06,-0.1709922307655262,0.1810887715582931,0.03342423808277877,0.005112866172469997,0.001117174653143296,310.0655457342681,160.75035357648622,593.661125410887,98.8244978848048,7.404237838715176,-226.50362212571065,34.46359318429266,5.659758917354001,27.64203985455716,73.12090949676664,62.454536509674234,59.13999467279724,10.062586150240989,5.899570733394938,5.899570733394938,--undefined--,2663.2562647758414,587.6573757362048,646.2458549007641,344.06913338580796,898.2302918070732,3904.208177012904,1937.522579290316,1948.647090761251,454.7149726249448,1683.293739867807,4729.18491571311,3054.2593792332605,3026.62257276691,384.6750926284517,0
-8.669045109268634e-06,-0.22705191108542622,0.24114931458013497,0.02883989659025155,0.0030570246500816814,0.0008317349960261458,262.1168030669842,144.77845648027667,616.3875470363904,81.08695706150736,6.240774098902391,-226.57814523036203,36.58535152540529,4.8735392955613035,29.105352265919905,73.34456216522722,60.29168356701459,58.182353416063734,8.901106454715473,6.529760858844935,6.529760858844935,181.75356342741983,1925.1171875329896,609.2165774639286,650.8572694254767,242.67483532864006,668.1459077409495,3330.9095887410203,1931.3097280571158,2009.869771668063,473.7872520277955,1699.8819178510419,4385.7246073596825,3023.1639122607626,3033.5170744022466,354.75433818722604,0
-7.278536457952069e-06,-0.20799717104678492,0.22318783752176402,0.035465458559579735,0.00322166820698961,0.0012577885733208178,311.6602010427248,166.90985015677373,609.5423318402787,104.03424131260637,7.84173252515011,-226.46565065058647,39.03696320962197,6.049469129908679,25.453855307180216,72.98593636847603,60.46333354072925,58.954298422178844,9.97692135597326,5.075398955639061,5.075398955639061,1.5873017105792258,2626.1315499902034,572.1378211988265,688.9107226511082,400.8501021184798,874.565021021959,3472.4254747131517,1921.658475081484,1948.13152772408,396.9176666454467,1891.1661465210218,4507.774385828723,3025.4710647785514,2998.843689018427,396.3140190869671,0
-3.894939300347856e-05,-0.19981337343787403,0.17057443880707218,0.03360474082308716,0.002257242752239108,0.0011292683527800009,274.08400101979004,82.34621680118882,591.8114550734866,147.3819869343361,4.0710857813094785,-225.82290851958373,26.123062348193674,3.6905719344652534,49.65362217895515,71.93967208910071,61.5805774481813,61.414531148903954,5.912300090575933,5.503152847985826,5.503152847985826,17.10294929450444,1622.0230501683632,587.0529237873002,647.1014417411988,285.9695114453331,1023.8806889973245,3032.821670307318,1809.6176660288465,1780.2500761609926,411.4426449399307,1733.8595660409553,4386.221142359069,2755.6945451868887,2859.4351483787314,442.1923331392583,0
-1.105222357381363e-05,-0.16638691776486694,0.18570180261136712,0.028200013530776027,0.003365873614500742,0.0007952369709691558,349.869304706435,137.0233358207064,619.2616573220857,96.52836814068894,7.275690619604166,-226.34815225340859,31.261451096684148,6.459091807106626,28.081468431668874,70.99136274597576,60.65067039125321,58.33751781757806,8.493752282552164,5.43408708321438,5.43408708321438,--undefined--,2719.8981424855815,642.7647015161297,734.1502390273865,428.0313230663228,353.6557949267769,3273.765241879042,1955.3045018909177,2001.4588543105854,405.7327920021779,1914.7586034143621,4466.946362688974,3009.8277024486933,2997.906347260376,370.33612484293803,0
-9.691601691976902e-06,-0.11726135687609263,0.16107585948695044,0.023440668001622367,0.0009842520940583199,0.0005494586198992749,207.2036212552488,94.46078300529918,338.1474175431972,50.8239765095627,5.208531701034692,-225.64167619926732,15.5247543459921,5.110390963185289,41.80906933772182,71.09882789078999,54.20639572815358,55.138246878024205,7.955505950831935,3.3494993196329506,3.3494993196329506,191.60836591900633,1883.0155107077978,616.0917891576644,633.031058252114,235.25953962790396,1334.0688298194893,2948.047994996258,2027.3968648321163,2038.8091783048346,278.99554265068394,2142.1096927157555,3868.3373208896846,2994.035628819092,2996.8463790748656,276.45216486510526,0
