meanPitch,minPitch,maxPitch,stdPitch,meanHarmonicity,minHarmonicity,maxHarmonicity,stdHarmonicity,minIntensity,maxIntensity,quantileIntensity,meanIntensity,stdIntensity,minFormant1, maxFormant1, quantileFormant1, meanFormant1, stdFormant1, minFormant2, maxFormant2, quantileFormant2, meanFormant2, stdFormant2, minFormant3, maxFormant3, quantileFormant3, meanFormant3, stdFormant3, Result
213.48944886035005,74.46271267316541,602.198155584136,84.98301682476101,7.660404360849531,-226.562610123681,33.928748788882345,6.135181527740977,23.143128959097027,66.78793368417195,48.986224506075885,47.449986104284974,11.112176512815303,--undefined--,2040.9841792863306,494.72351755585083,590.0553286880366,275.5943009142628,296.3994530977828,3417.720526775333,1651.2818202403732,1599.3704763088492,609.1027112653771,1456.7184069173925,4673.669070551041,2762.934977177271,2781.201156808202,473.30196074739564,0
229.7674900271216,157.41587377812948,456.51493286009156,79.26534102756669,9.121101890704306,-225.90282785776125,32.113718048018406,6.093957857634908,40.33324205189696,73.8241012027519,61.707881678844394,60.15019930604212,8.78040491843627,--undefined--,2607.5175366341364,556.3331577205968,653.2939138304803,386.76120942417447,574.871045267707,3492.773585951701,1818.078714192001,1933.3645586186915,472.9567918920606,2117.688694192312,4842.092731276998,3074.0000943361392,3052.2836254601643,366.21316705935527,0
196.11188514640298,75.55661631888205,491.97267939187697,74.59977215403093,8.872219880641014,-226.1817067748754,48.64330620506579,6.575599073430267,41.668559261803516,74.92803593393316,61.49464292093307,60.6955752084397,7.807538699612214,--undefined--,2412.664147748283,566.4160074981405,649.7973211951648,345.2650233911132,438.50766358957947,3211.26539699165,1927.6767587051972,1947.2856969067818,472.02629983600957,2038.6064102196442,4984.823596285051,3049.390224622322,3036.6646809437993,401.47204053811225,0
237.03382620599393,79.05322883861399,624.4681583130742,131.9814237072123,5.226307591396323,-225.56327193314772,29.275015267870117,5.716975753105946,31.994547201308926,72.74541476510495,60.74349378344276,59.05229200959741,8.45476226134101,124.00142880401964,1237.4005210447974,648.8121614403001,667.0011430967686,243.71120902162428,420.6126259051738,3060.8512761235315,1865.1916658193104,1783.804258785261,393.6458001055743,991.2512618269857,4278.476017428039,3033.459267661569,2889.0241756178657,493.61807378714326,0
326.3236259028399,77.24463940912453,633.3595653583887,116.75627083905142,7.516773978063512,-226.77017683603245,37.38039850780603,5.352154474684027,37.42409618221038,73.75820854334984,61.18695542843396,59.6186242505123,8.013515767347334,219.48417511962123,1981.8852488529044,466.4531666868056,519.937869396072,202.80090899345007,453.2780768470614,3043.953398995369,1943.0827232478234,1846.175712658859,481.60419186446353,1603.8868236783017,4624.018448954791,2836.9102836596376,2814.1645828367623,400.77008140568574,0
301.55573171981234,85.94818467897952,478.5092892929926,93.2269360272759,7.313608979996495,-226.43884516785414,36.88511763473659,4.475045875778574,40.81031691447065,74.09041963231721,64.11001888302002,62.72513226981213,6.6498780733169,--undefined--,2254.4165839599827,443.73415906997144,498.7152395422056,215.19091386501373,161.1781734572372,3363.183135448912,1952.3995217860784,1879.9036421563198,474.84187908699926,1687.5721292827452,4547.212575878389,2999.3696026136668,2940.9186140353713,408.63255948035516,0
199.9825642848243,82.62111361703548,275.1119602773199,49.349808540770816,7.678714852661505,-225.18877759820845,24.28840763109138,4.184646876201306,41.97764142742771,75.20896707898459,68.21819020993296,64.96801447125611,8.539543502831993,--undefined--,1683.965921535185,607.6674885099039,612.7298147408297,239.12353306081133,740.2674908762059,3174.708452298182,1951.177892970078,1947.2237289941395,348.6546886112354,1851.7543193479623,4459.102614817875,3092.8888474397713,3014.363884664755,404.3616539068435,0
300.8884629576885,75.73829843962906,502.08704359586454,86.64502104887552,10.062485303346318,-225.48879581401007,39.92103815647426,4.315554714601932,35.55494373897486,72.62510819329354,63.64676105056998,61.46894394398379,9.330022060745142,224.13444631438145,1412.7163827567174,482.47314725116695,525.8851715028392,221.6584459653036,600.803940461722,3477.6474488517974,1792.149017130219,1825.5107589332054,447.86174101470885,1480.5270373024316,4317.744697112303,2968.363163689112,2900.363225419248,446.8976630904373,0
273.4121774634262,99.10555821646727,584.4138861991873,82.13268541837986,7.810122816236646,-226.1086272681633,30.19873452203078,4.920198674798662,37.822370050114394,73.05918905891791,66.23154522391538,63.52071616741546,7.2875947239251,--undefined--,2571.708261800235,572.2571113478366,632.9624350382635,356.53079484481935,879.3106001764285,3904.0829131715723,2089.131138150426,2096.9879184548304,486.1405422751006,1496.1719153133504,4743.648868424511,3019.6747332952496,3017.540783595047,445.28315335095743,0
296.61791219913175,140.19704401021187,604.167573847914,96.09910726678612,6.796713371241722,-227.21097243403767,42.40947354992255,5.056743035705,37.6822267603996,76.14835452362664,64.92086336888354,63.25933213678963,8.492292021920033,9.054565930990265,2987.100056090394,596.0162472799489,731.5593271542973,441.56022364009505,737.5767882699665,3938.5931031006357,2030.3282923451104,2039.247527763099,590.2304325854643,1253.0790541043116,4788.571589119419,3108.054888704757,3145.7846697298946,460.13965166848396,0
286.3396821639012,80.93122000428944,579.5754293714468,104.54324387785466,8.799184846239989,-226.55309663546274,38.312992048446965,5.017231813194388,38.430750386188876,74.70676978772207,61.14732531400152,60.0034939879469,8.560583714141178,48.67633723590343,2411.386465568398,469.4548406500869,575.1980672913032,319.46738214984794,501.5113540569118,3559.624186106561,1952.4104235373009,1924.0438108348053,467.9733975200469,1530.4339784922672,4527.011614131853,2922.484395553667,2873.74552825081,508.404910371496,0
330.98640221992156,87.19584998568847,635.6743118794682,123.3388158783749,9.156687153433726,-226.7679893255108,35.72078319577304,5.775877740141962,33.76923924841542,74.15616720939009,64.75364111521361,62.53765495708871,8.395704568197702,155.97704632321341,2021.4015225307367,602.6484642358539,653.3013981016844,256.40405142326887,631.1676866440052,3894.914807342482,1831.9152583464606,1824.8621553662176,384.5353149980878,1347.1187292206491,4752.063132230614,2821.8630640303086,2812.559159341131,451.1178059634345,0
279.28097999594837,149.18229087230296,628.8739913001803,85.61061162668653,7.491033365689738,-226.78995643966718,41.45332464841651,5.715397187760781,32.20395256143172,77.42952593437799,63.992540455264894,60.57124907579441,10.64705876105035,11.019387493027551,2332.8167264402573,595.6380745948263,619.2152914910126,224.2040231519804,556.3309149499692,3727.1733407956417,1996.686533426231,2003.1007134191943,398.4761654912556,1796.7166747160443,4552.337596241195,3063.45241750417,3022.878706948503,337.70068840212656,0
279.5601729272411,78.20530291946943,563.748168514424,95.20166348282243,7.3856698786354045,-226.29182673211147,43.29451681388031,4.597891419935855,41.071808349129114,77.49895052178229,63.776698302385455,62.3744090831408,7.945142239528272,--undefined--,2797.2971380611234,556.4950353106311,627.3156266268247,347.9664438534117,453.2625360894778,3868.1287875985518,1935.2754290217392,1990.454517324687,452.69994790760995,1405.4033224198724,4786.607894135173,3121.7837831825755,3053.763109627726,412.01470272648015,0
338.4909061164113,87.07647399649771,626.6064471448419,94.31239541976427,8.389526905132819,-227.20768093593392,35.51287952905224,6.965054304765889,37.85787632563573,76.42995208949063,66.09484570718334,63.964947738700474,7.725250589808884,122.83361183918707,2465.4837492792317,580.1387928817111,631.6785307982425,258.5791545648272,522.3382203749412,3398.347054054384,1752.3743303921551,1820.2233089066287,456.1579727000505,1288.9273044966205,4313.610207672296,2965.040565924282,2944.7662863989776,444.00207915603835,0
254.40112250241134,87.19914428718107,455.741688327587,94.00600154528611,7.531722030549591,-226.36482408098965,34.583603554843634,5.0588985465981535,45.47654701234287,76.42785535592348,65.12913624423214,62.96322511662244,7.786884123097343,270.40142335801426,1486.4875639408904,598.7794975574586,626.3313237203591,218.9329648713943,440.71555765081104,3391.8211507158258,1975.538944612856,1943.854788748484,440.53734692812577,1912.9791749246692,4371.516860554109,3101.5497092816795,3059.4034431493706,374.23755756833896,0
322.082364246182,170.30156934686238,580.1644769587315,79.23838307131955,6.436326701475931,-225.04692970420996,21.76217544333264,5.4572975474065215,50.41486348610182,74.59583775257867,67.47073268769212,66.64978780684524,5.541234450282982,136.75704009244467,1239.0424149772143,720.3003846902925,734.9366575627691,223.59586889893524,424.8361526618599,3277.1929020989814,1665.5522154154094,1701.7263425118645,393.6416593796941,1312.2107777517685,4054.698787760621,2928.0786379492747,2908.1937773766267,412.0911866208274,0
310.456791416218,147.7337551874066,590.9273164488619,113.38885353630785,7.019009031954052,-228.22765140788601,53.560267768982584,5.21574259287941,44.04809186259763,78.73172639816624,70.46248352536769,69.51564211312157,5.898391678420127,63.835884194074964,2157.5275156399466,599.1153615182548,651.4988934354465,290.1314828213847,888.9034958088947,3331.6753814312488,1888.046928899347,1909.066491595744,454.59572071325937,1850.9699851538453,4606.332843499195,3048.300886417256,3062.250857686272,351.24806498074383,0
276.65710477309864,125.76454648126928,593.6372037467845,118.06884256727838,5.660389073177009,-225.6881416916634,31.810476789088355,3.8382013132751287,48.808717752526874,74.17535984098177,63.0343503853123,61.94643302516503,6.987817768094009,334.7198023631419,979.5322592587248,654.1052770872727,642.8948454483684,139.28894469096616,533.9820953336308,3162.3628094299274,2056.615820893987,1996.075200236294,404.69757485217644,1573.9375929160065,4272.383782064842,3071.3468737097664,3009.3700862111855,408.33107282507683,0
332.8604306466852,86.46447642689994,543.6769840854754,76.701815566695,9.197595835675951,-226.1330771725097,34.963596284118736,5.176270276532889,41.025989704686815,74.34229853678656,65.69315317929414,62.28616179341397,8.737483581038768,150.91670720088186,1494.7935284256512,637.4153759506663,660.7692786075988,239.4290300217291,657.4729983172653,3179.272642735538,1955.2327168601473,1911.1583308007446,371.53568460165474,1444.5922777453823,4030.19989490523,2977.22326254916,2906.8646605771087,402.3211778922635,0
282.3753175274837,192.06317662303636,589.4062549485111,80.79463861420795,8.212419055863041,-225.84377555329823,30.303423941333016,5.48609209110801,45.79878118007892,73.08184137311062,66.09193780081438,63.939791324594815,6.335652187980808,319.2252112509091,1160.3360542563282,560.3698512451117,595.4327171861248,186.7429333370201,975.1216247583702,3041.6467265055917,1942.9618405806118,2024.2968426610526,373.09210181966455,1910.0967297008224,4396.821762756675,3048.865401075044,3038.0538924331663,269.81170378723846,0
299.4844727915826,76.66933674377918,502.26528343140023,100.43640976377934,9.77605779345184,-226.7440642736527,41.317841417100055,6.541574281012718,45.069223177492226,74.38228828554014,67.21330698095832,64.83848414151012,6.941979413691609,183.66810629844147,2129.698837966494,581.6958822669822,609.8743746629958,222.0205069958314,316.34153778351833,3378.1699430906497,1986.800992004243,1966.4495898092732,451.84239235558306,1749.7698892614394,4640.580929371242,3084.7439763169723,3035.7338063769894,365.50440895711927,0
301.32214876282546,77.13757794423425,598.3855030509461,148.88214941682074,4.814988339369889,-225.9293375015927,27.638133418902306,5.0358565511915705,50.12441314018269,74.44830508910164,55.69105509899407,58.913650338043624,7.154500289579123,25.0079735463016,1551.9613650249023,559.8752865744792,568.65143891202,227.90762165083748,1071.3799697914403,3261.394405094151,1565.8442577280202,1617.9325703092015,318.7642016599816,2053.4817137673917,4152.554509266567,2932.8710380267003,2915.755403568904,308.81106141877314,0
304.9595259902951,76.22931882292144,608.778736242307,125.92788285521043,4.20925225681415,-226.0183719112559,33.04703383359771,4.38241038651111,52.632523774425415,77.99497612192764,63.091332728785346,63.579020774463075,6.086488016202425,17.434421384362196,1936.7962499297773,666.3078238075761,721.531485241045,252.80310185686497,901.180339808014,3307.1368005555405,1755.988219943867,1812.5895527238392,396.65367273153583,1731.6221419219755,4726.539650596995,3004.93593405351,3018.7447374029157,340.8539193479353,0
301.7384523864356,81.6628134762473,548.0598936161787,109.90213670838031,6.663005354871868,-226.25500686732786,27.813545933795137,4.781053228963389,47.20050437048722,74.78199551729293,64.81981949252754,63.5684738182234,6.334935527948081,136.18899972224202,2235.6814503616615,558.2399041582244,621.8110987380521,247.71614884228327,246.18037618890693,3384.0963301135102,1935.7737503810513,1923.2348732244538,406.0337187495998,1478.4718063155324,4307.710270196045,3011.5185363107444,2979.1007844198843,342.9939602288534,0
265.6551063353951,96.1027195502663,629.3898871711103,106.5530912577076,6.153585034192985,-226.48048255625736,36.851765937831466,4.424966447672455,44.174930731892765,72.60199869453079,60.163402981683376,59.48367774841587,7.74461386893819,--undefined--,2303.79201190097,646.8003219464116,695.3525456051046,290.9514537352894,329.00808131784004,3568.9280826818017,2034.778396372212,2014.131502204573,406.4551658617678,1709.7316151685725,4527.045531205926,3059.689423515835,3024.2501252400325,347.1925515347177,0
281.85271091214344,192.56730122462733,458.20228472201364,65.31840651814821,9.008596976749486,-226.45531378070314,38.1269195534214,4.499215114640172,25.93341912465603,72.91607932355302,63.34836988280987,58.58839799964491,11.845330433652785,146.17738355476996,2407.3124586215527,608.8038957774586,653.3982897855062,287.8791871637111,1055.5997520309047,3577.830301659328,1947.239646882305,1953.9594770679423,296.98496259107543,1779.9797274963535,4558.487143176264,3046.10748072189,3030.4903404561073,306.8063239755247,0
373.6985210746855,92.60808606672734,632.3816347474524,114.56575606460284,5.709518793523556,-226.45492318933034,26.492384901969253,5.203504836902044,48.71884210602584,76.87511590178435,65.2250484191903,64.32857742255975,6.721755099987337,255.97259228491797,1256.5518944068579,728.622221828047,737.2598335752284,202.75882491796798,595.9884412170927,3289.280737919473,1851.705587635529,1866.0296599361523,411.1167935835637,1687.5672262235748,4033.1002500532786,2948.4327283151124,2923.5751495723207,379.387149678214,0
372.8380770425193,109.5874502243887,631.2784796381885,77.73843528099293,10.733525575882302,-226.6028627817975,30.2916888101449,5.469137109046601,49.27754405366256,77.22841626967652,67.04272506519936,65.72153292750659,6.754421493976773,161.34429353246918,1651.1638365467404,692.9285144106949,700.0532388063457,162.75880649130607,574.5780037310325,3450.2104331115156,1788.0583279089403,1783.0854116350292,325.13413376056167,1582.6029492201221,4775.645709827837,3039.1860683918076,2975.3355067195025,445.077432459225,0
393.8784205758105,97.72176160288986,599.8491844349041,127.70040436787626,5.393625464773695,-225.99522523983885,29.087745472862736,5.196672843069809,49.914532715518604,76.00069529428377,62.936880236313314,62.427253328005065,6.246858745575134,91.81334316687786,1568.435338934577,852.9355604088598,878.7795329486094,266.34110979418443,814.8775973755228,3115.977852741099,1849.5559941131341,1852.5928887167208,388.1499580719663,1771.13558509534,3796.697703961423,2945.275168495975,2897.4453907170537,426.64788908141765,0
306.10136788533737,132.4951653869247,616.0614971752041,91.19010117636795,8.414063122803318,-227.072784616167,33.944390151643795,6.921214347907154,35.0236449896455,75.33819081333978,64.09578990110215,61.734795774569314,8.971413454163528,207.31429203093288,1790.0822838400459,666.017362295589,709.4872246811047,241.19271790804905,413.9510568911885,3698.2627923226228,1783.8547809321685,1796.0574225047612,455.7023506572652,1815.997528772408,4450.234778086649,3086.5552636278253,3062.407362062623,385.5144240599293,0
305.45535549167374,145.185907425887,610.2240561273622,99.10177071051943,7.2282396589569755,-227.018610488789,42.87151237218284,6.250387969586809,44.16910168342541,75.20295506611416,62.279402776596974,61.62230050064956,6.90833783375094,36.36451716045462,2079.846284519242,650.8398531075044,727.4667535288457,341.49927152830764,737.2549526842497,3369.2157581322117,1842.0943315525046,1881.8107436629823,389.77111931319604,1856.0854241676204,4398.153536095406,3093.6634589596315,3045.4545166411326,313.10241141337,0
381.66612972576854,216.89433872469002,628.4885201662978,83.81442343251237,7.285838531175374,-226.38504884810004,34.59392309254972,5.630896211219123,36.59601680937377,75.41259992484697,63.93033579217561,61.834504988634826,9.388009678483177,227.14005830149347,1780.3817640887964,623.0680140261437,646.89546368481,234.29497384155678,1182.4369706816526,3350.2464704493855,1886.2422958627046,1877.6453921613427,316.31606886977244,1512.0911712119157,3957.386960171682,2828.9017243539042,2836.2489016912814,349.1358325888684,0
363.47155054934996,81.72251944028325,548.3933527451932,139.08397436504848,6.346247390677738,-227.3468847712236,27.539340032836698,6.982246805170803,43.087330838738986,72.1146132768451,57.92050899042889,57.370390153748055,7.878751426094831,20.997069433262325,1641.3944627307524,846.7169667544963,852.9060967472761,297.90052603038396,888.780694823326,3015.721399941562,1818.0520639825297,1873.9132299955945,352.26121605891433,1565.3050423355385,4472.249475262372,2983.636213474836,2987.50778029564,358.752873025978,0
