meanAmplitude,minAmplitude,maxAmplitude,stdAmplitude,rangeAmplitude,meanPitch,minPitch,maxPitch,stdPitch,rangePitch,meanHarmonicity,minHarmonicity,maxHarmonicity,stdHarmonicity,rangeHarmonicity,minIntensity,maxIntensity,quantileIntensity,meanIntensity,stdIntensity,rangeIntensity,speakingRate,articulationRate,meanEnergy,stdEnergy,minEnergy,maxEnergy,rangeEnergy,meanMFCC1,stdMFCC1,minMFCC1,maxMFCC1,rangeMFCC1,meanMFCC2,stdMFCC2,minMFCC2,maxMFCC2,rangeMFCC2,meanMFCC3,stdMFCC3,minMFCC3,maxMFCC3,rangeMFCC3,meanMFCC4,stdMFCC4,minMFCC4,maxMFCC4,rangeMFCC4,meanMFCC5,stdMFCC5,minMFCC5,maxMFCC5,rangeMFCC5,meanMFCC6,stdMFCC6,minMFCC6,maxMFCC6,rangeMFCC6,meanMFCC7,stdMFCC7,minMFCC7,maxMFCC7,rangeMFCC7,meanMFCC8,stdMFCC8,minMFCC8,maxMFCC8,rangeMFCC8,meanMFCC9,stdMFCC9,minMFCC9,maxMFCC9,rangeMFCC9,meanMFCC10,stdMFCC10,minMFCC10,maxMFCC10,rangeMFCC10,meanMFCC11,stdMFCC11,minMFCC11,maxMFCC11,rangeMFCC11,meanMFCC12,stdMFCC12,minMFCC12,maxMFCC12,rangeMFCC12,minFormant1,maxFormant1,quantileFormant1,meanFormant1,stdFormant1,rangeFormant1,minFormant2,maxFormant2,quantileFormant2,meanFormant2,stdFormant2,rangeFormant2,minFormant3,maxFormant3,quantileFormant3,meanFormant3,stdFormant3,rangeFormant3,minFormant4,maxFormant4,quantileFormant4,meanFormant4,stdFormant4,rangeFormant4,minFormant5,maxFormant5,quantileFormant5,meanFormant5,stdFormant5,rangeFormant5,Result
0.002202943801879883,-0.7913879973693204,0.7019159530983384,0.0940072381830643,1.4933039504676588,219.0020109315113,128.77710586329965,285.36898644860975,34.01254647894852,156.5918805853101,9.47760737396769,-227.3004024839064,44.2840509523628,5.361314213024415,271.5844534362692,21.914545800053958,85.64365274710853,67.00785444823966,62.226725898698795,16.442716464264794,63.729106947054575,4.5,4.5,952.3226590308794,395.1041292660561,162.93902211852813,1551.8519657780237,1388.9129436594956,69.28288705978814,118.4110331566486,-269.806043063609,304.66572369057525,574.4717667541843,64.98256852854838,62.19254295443093,-100.89775300899238,216.10399753897858,317.00175054797097,42.89551791384687,51.24842867491819,-106.31957867715334,154.97195122758515,261.29152990473847,-9.306117832244334,42.342537795982196,-134.41125578752212,91.3588376747028,225.7700934622249,-13.847260778945554,47.533519244025854,-127.93179377538587,90.07684284570351,218.00863662108938,-13.126772290110816,33.25586758727618,-91.64019001730303,79.93936183425527,171.57955185155828,-14.671879927521845,29.624353479691216,-97.16033328175959,64.39883535095711,161.5591686327167,-10.393088367980043,28.899148061354783,-94.15320633390442,66.68435447631107,160.8375608102155,-2.698936956795403,22.547550799875353,-82.5610772521378,66.01229572351855,148.57337297565635,-3.7522487957160746,19.990237638969738,-65.94693120841441,47.98282799840236,113.92975920681677,-0.39271127055699584,18.859686015979644,-54.017594755824476,51.69107491618074,105.70866967200521,-15.329546387364424,20.15337811874969,-66.8660412255816,39.658313756400084,106.52435498198167,--undefined--,2962.241240902675,543.4257176090773,890.9677448638276,642.7241887885962,--undefined--,440.8647070895665,3868.3487591912826,2134.0912440613665,2137.2446545719968,673.4414186918249,3427.4840521017163,2233.185919650397,4912.539132820286,3030.0414333834788,3184.8901756773826,520.430781604383,2679.353213169889,3136.922679592154,5445.558219815538,4043.8167643506945,4159.0802776756445,458.92816617769586,2308.635540223384,4134.891180857152,5419.66134511875,5018.658620385685,4939.487082194543,294.22177004712285,1284.7701642615984,2
0.0021105786444435655,-0.7391911050556385,0.6374308999825077,0.08901120523928709,1.3766220050381461,210.83095767313458,152.83875196042837,298.88428610920033,35.12219325192947,146.04553414877196,10.876456544569402,-226.965437722658,39.81013080678005,5.942245936203636,266.77556852943803,21.441104045973756,85.46835693152325,68.29300265331116,59.324514750391494,19.524294888183064,64.02725288554949,4.401408450704226,5.73394495412844,906.0149173227783,398.06713879553126,180.25560544570914,1548.9783988996342,1368.722793453925,83.18044579440915,98.92446280783692,-250.57418746142235,301.06410460806416,551.6382920694865,67.9218993860082,49.88570967943429,-98.10086271656498,208.6916337411129,306.7924964576779,47.08475752187603,51.045631109995306,-97.35496537759255,175.15783715721793,272.5128025348105,-5.504670296660484,44.82335636738736,-142.20405577155765,97.68853830365711,239.89259407521476,-5.235226944305248,38.501430566085475,-105.51778422324283,94.03980970084143,199.55759392408424,-11.809083661503742,31.7424493651107,-96.12875853510803,60.83717278381182,156.96593131891984,-4.098675295044007,28.525361021679345,-90.34217793699588,65.32074105061217,155.66291898760807,-9.956347431179903,34.9007556613122,-96.06474304601628,64.49432618041676,160.55906922643305,-3.224040532420568,25.744449294162106,-57.29392155454714,68.96557722241566,126.2594987769628,-3.523324523249985,23.923479993519432,-80.68750388103291,55.798984039579906,136.48648792061283,-2.4126643703883923,22.86410649516606,-63.95119866767237,49.00103374749092,112.9522324151633,-8.371494340968768,19.20161602373491,-64.31690414563343,40.51352096689015,104.83042511252359,--undefined--,2902.020165011318,540.3952177246715,811.7724594413752,597.7724330485016,--undefined--,402.33849944326556,3623.1865522587705,2093.9116784138723,2077.0939290968627,611.6265494117297,3220.848052815505,1950.128965331167,5016.897564673006,3030.5159417757363,3134.199984329892,488.50842314377843,3066.768599341839,2960.3624629428973,5353.942946072264,4094.7449735728615,4177.88241130979,376.0513743014695,2393.5804831293667,3972.151841821153,5460.837435504284,4985.012963763602,4935.473854583997,297.505319472675,1488.6855936831312,2
0.0021244478411972523,-0.6589435093528365,0.6655556596054839,0.08829612983798323,1.3244991689583205,194.9628039053749,121.61600914262276,267.5114158428281,27.968648453241283,145.89540670020534,11.791695238486653,-226.72907561839907,54.846538910465235,6.628507222482732,281.5756145288643,21.20700637335771,82.15437354502325,70.35789876159288,61.94856936578836,17.607070087521603,60.94736717166553,5.126953125,6.249999999999999,952.9922013290266,396.9217486264174,173.1138181433472,1600.1593167215897,1427.0454985782426,117.78373947010385,79.98886015951774,-118.59389452999609,287.47821486690947,406.07210939690555,46.70251995465013,56.45905106836737,-107.48230689311052,210.20614414234504,317.68845103545556,58.484801057715465,45.55425534832916,-52.59368758157351,180.47702386948703,233.07071145106053,-6.879366833087162,42.2509184988554,-121.94440946334879,112.89903037083693,234.84343983418572,-24.47333936783987,43.94728050452196,-128.46270085345716,90.22669547686093,218.6893963303181,-19.632113603405053,31.5393809754247,-95.8612244998048,67.39642948332018,163.25765398312498,-5.25282860029975,29.482627507438917,-92.63149632523753,71.17475989985337,163.80625622509092,-5.758624576936289,28.181358901758852,-74.47702947286577,56.28468238631744,130.7617118591832,-6.283338782238176,25.341309680366248,-84.36531461312654,62.33272890675719,146.69804351988373,2.260190543262939,20.906581516121648,-76.19648345093006,53.14600049153775,129.34248394246782,0.5904538482674324,20.6084435927319,-59.78249071078588,50.13795312649899,109.92044383728486,-15.435562804722178,20.617901442164232,-74.69277393550666,44.12391265029035,118.81668658579702,--undefined--,2441.737977601778,448.6260240009623,641.7981209443717,477.5706240375705,--undefined--,590.4124335614908,3410.2584928633205,1967.4147184284416,1973.1598614526256,455.3779535783065,2819.84605930183,2183.6622882255565,4508.8829404512935,2769.6248005888215,2943.218253724508,455.40968494745937,2325.220652225737,3309.912857812137,5375.888597071486,3962.4176273320472,4058.347567887112,366.78748985942707,2065.975739259349,3870.4461827710743,5402.755905198191,4902.294747488188,4817.266622168987,343.0680245002119,1532.3097224271164,2
0.0021204258266248202,-0.5689366971902703,0.49687093661760084,0.08837798858114969,1.065807633807871,222.45856627004585,150.34572786873775,297.15686636765366,32.65596523711294,146.8111384989159,9.693117721298595,-226.4152297012985,53.14672125056937,5.162299454180808,279.56195095186786,21.699479458521175,81.6568023411252,68.93057903759997,60.421601837606666,19.70410707435231,59.957322882604025,4.605263157894737,5.303030303030303,952.797743484891,438.6742330042854,181.31512848425893,1596.0777171676439,1414.7625886833848,81.11412113452435,83.1459855489677,-192.7261750986249,249.85296208262548,442.5791371812504,48.95793461698283,58.953497353239804,-138.5285269269785,203.4770917828509,342.0056187098294,53.71257833651447,45.72644682936927,-62.93239427421537,167.23895896820224,230.1713532424176,-7.424345425213399,41.81994906866266,-121.02904616450931,75.36091354073606,196.38995970524536,-21.64173515975578,48.59390986536156,-131.80861278153867,74.58620854597963,206.3948213275183,-23.09498375814032,36.7250844310926,-97.26752938245447,59.5621766136764,156.82970599613088,-5.422164003915021,33.00263839728937,-99.04052827080807,67.70629450101416,166.74682277182222,-7.587976147151755,32.79797347463679,-83.46209412499309,61.307262309218856,144.76935643421194,-5.527386215141785,24.769750648507475,-62.0600924014217,68.05604615369732,130.11613855511902,3.155201579172632,23.056951291756373,-64.02424249390353,61.024782814496255,125.04902530839979,-4.123549360222136,21.529308341734918,-62.1510553060219,50.48912887368353,112.64018417970544,-15.45833835509384,21.519019116266,-65.60507101520966,41.10669630587243,106.71176732108209,--undefined--,2937.5176344047377,495.3380620951575,778.849923999645,592.8585843640174,--undefined--,724.8306788243837,4045.701055563764,2178.7565431847047,2164.0018023841903,494.3108816436144,3320.8703767393804,2166.5814540546494,4985.069872643472,2950.102188212824,3057.513220628025,514.1022811327574,2818.4884185888227,3231.923189795331,5444.819117919549,4045.4011594463227,4117.222564952869,381.04986304110764,2212.8959281242182,3902.8779583428045,5463.0566774259,4726.908932199683,4714.812298348699,349.6271866089259,1560.178719083095,2
0.002094968443825131,-0.6239214036725991,0.6198947926828593,0.0889067533128101,1.2438161963554584,222.49663563943838,126.22317929043628,442.80799820167846,57.36616210693292,316.58481891124217,8.83903945972505,-226.22179826099676,34.04887140554897,5.246549020810479,260.27066966654576,21.07705950295335,83.9588535642016,67.96834398699015,57.431117327744666,20.619324954166597,62.88179406124826,4.464285714285714,6.41025641025641,875.2451518758377,447.6091581088996,170.2939579474827,1578.3842203954484,1408.0902624479656,82.49900879388026,108.84178653570855,-230.97443521273573,285.0128979037392,515.9873331164749,42.94941198413585,63.4318370174634,-138.50024963380577,191.6608918772474,330.1611415110532,39.41833326616233,49.738126662526646,-101.45861282265712,145.54617741772765,247.00479024038475,-7.432799061416893,47.543362572746695,-164.46285312778042,87.45689690694356,251.91975003472396,-3.5954758939495433,38.421992469614004,-122.32859595320184,86.11140317846807,208.4399991316699,-10.546470907944553,30.585912793227713,-83.11435808048392,57.530268620903506,140.64462670138744,-1.860643777340179,33.92203111261373,-89.58222611089863,69.41202112575387,158.99424723665248,-3.944489696994028,30.917056399841233,-75.5215773966288,66.11918089873515,141.64075829536395,1.9681096666059659,25.300524070277856,-63.22424586444673,56.96523684276151,120.18948270720824,-4.4925578099299,24.727764218204705,-70.96651940272005,53.77845776966823,124.74497717238827,1.1189555222244492,21.276739887182973,-55.68945732126505,58.60769038615353,114.29714770741859,-10.888461743889387,22.876567072020485,-64.34880446677363,57.07462634196502,121.42343080873866,--undefined--,2484.4779219793672,660.4543205416792,888.0978417941369,585.6151817274222,--undefined--,539.0046141699142,3944.685486638658,2095.008487509582,2098.2357767139697,604.2456260910552,3405.6808724687435,1924.783231711205,4542.8945893218815,3039.566772944803,3125.2833620020856,512.439152365766,2618.1113576106764,2777.0556019338305,5290.865316883113,4048.454460543375,4079.8059229052797,417.3229439339253,2513.809714949283,3974.214383519982,5443.173076574356,4929.437048186302,4861.623604689209,295.80629003522967,1468.9586930543737,2
0.0020768519950239627,-0.5744305085532245,0.5325239212139776,0.08772189529514246,1.1069544297672023,251.16813742725995,164.51088418573912,405.3882168894294,45.60156503861969,240.87733270369026,8.898283076586406,-226.4200040615008,37.006193006960025,4.511865848257474,263.42619706846085,22.056950519051853,83.19283135993419,67.7645680045326,61.18764477213662,16.5541328078661,61.135880840882336,4.708904109589041,5.522088353413655,943.6529356400222,380.4021028088494,179.43800976151374,1532.9332779816434,1353.4952682201297,70.95036165099287,91.45193951995692,-219.60730218751888,279.11071149384355,498.71801368136244,49.98233966430568,56.433029656385514,-85.28850625021317,204.1556410571281,289.44414730734127,44.07444655183694,47.12641571070561,-103.21722717135343,130.94200884692702,234.15923601828047,-6.563644572901042,44.13021390948198,-123.16652611309829,91.96290938978876,215.12943550288705,-20.936496779440738,45.48531653673183,-110.19407502900127,75.37084458677344,185.56491961577473,-23.542122538546998,34.486501348607476,-102.56361624927527,72.65678416750002,175.2204004167753,-6.477412057071025,26.23827959818458,-83.19180334107057,55.31435648771813,138.5061598287887,-17.182899052502655,34.20787291214357,-96.35075512815666,56.36059560159289,152.71135072974954,-12.983466367936519,30.029436989246566,-67.80707817227551,63.79234146025189,131.5994196325274,-5.453902014456396,21.115535815519674,-60.1653504965861,52.94443454260484,113.10978503919094,-1.368995708849229,21.345800203765975,-68.05233370962195,61.73713162419485,129.7894653338168,-16.40784248563405,21.385690375248032,-72.85661045576546,30.363013251600748,103.21962370736621,--undefined--,2890.67042799672,460.0354893004857,752.9174275151146,603.3147681390968,--undefined--,531.8248823298742,3744.061191964912,2037.9706754146232,2054.0503264103822,551.2592191099011,3212.2363096350377,2118.0562784188023,4572.961295657662,2919.0781679705833,3018.570056587054,510.9857781763474,2454.9050172388597,2888.086676306025,5334.721199163861,4010.890506448429,4075.2158491892305,403.0026762011004,2446.6345228578357,3975.5323013903335,5430.962711323621,4980.825025056829,4942.142310459684,285.3170718232937,1455.4304099332876,2
0.0021175181164461024,-0.614051533517729,0.5322409106072665,0.07935593350565334,1.1462924441249955,256.3607671234952,123.88287171722523,370.30734598859857,39.345690341056084,246.42447427137336,10.30241707562773,-226.5461327827602,38.06575214363328,5.563019365324109,264.6118849263935,21.28788869328518,82.2328665173424,64.53443775624783,57.51486961109653,19.39916178698522,60.94497782405722,4.411764705882352,6.25,850.0686544013245,420.49415635137785,161.55990435668582,1505.5884444546916,1344.0285400980058,85.49331207868184,88.08610664471006,-233.46902305572735,282.32273095285393,515.7917540085813,54.989994723952705,55.22907875535552,-93.00648730989323,217.6774440315321,310.68393134142536,31.417687183501883,47.82025903841556,-85.20561711501,129.03301082796708,214.23862794297708,-19.02958288156917,52.58582225253338,-181.59593212049313,71.30462896890266,252.9005610893958,-7.586850512127952,41.556882638426586,-124.4362854203425,70.54064836954191,194.9769337898844,-10.302604320180395,32.37497903347313,-98.90014263591745,61.798035177922806,160.69817781384026,-20.585347836916384,36.693746845087084,-109.33455523226701,63.63834637794857,172.9729016102156,-9.01859561259919,32.989260803339775,-98.9540435370432,71.0974118950008,170.051455432044,-6.498087928396749,30.396478036941176,-81.54299766405076,67.24479358981031,148.7877912538611,-1.171347409997972,22.38610791776305,-60.28287870380694,56.10214694986453,116.38502565367148,-0.7617071004573364,20.64400931147871,-49.50912777702938,52.26751622118523,101.77664399821461,-17.50248191374947,25.768227061972354,-82.18267317222157,42.96885328940075,125.15152646162232,--undefined--,2384.147533710819,554.5584399880753,805.1138288357948,528.8248384583358,--undefined--,443.9665714400883,3647.173293328944,2004.8327163384067,2018.8289382507123,617.6993343302247,3203.206721888856,2286.5032325957673,4424.355628218899,3065.0354129946136,3148.6640135322673,464.6977197550836,2137.852395623132,3160.915712745682,5333.790682274304,3978.1988794387894,4076.6277221007094,376.24329879854173,2172.8749695286224,3941.0782012244526,5444.048444386203,4871.1920556570985,4844.843322497567,269.7615102902657,1502.9702431617507,2
0.0021580707642339892,-0.9661895992044964,0.8202562782682372,0.10899469184352024,1.7864458774727336,242.06366607487098,168.5306753552836,338.30962787887694,34.04629225373055,169.77895252359335,11.501719206899047,-226.53036573916373,38.071854366474426,4.917659484064757,264.60222010563814,21.59348798122186,86.3705918273013,67.40076478122911,58.50832210677161,20.5322201276505,64.77710384607944,4.536290322580645,5.769230769230769,900.0865301687485,426.60024645873824,173.8946268326888,1565.5089260010884,1391.6142991683996,49.47352598349372,97.4001599606796,-237.33258586226688,236.0230495489134,473.3556354111803,67.4685412688432,46.228117827341414,-41.055080932197484,197.32999975465054,238.38508068684803,51.15001806348799,45.912469854923614,-109.35941965387124,144.8704831392934,254.22990279316465,-3.837741882028148,40.98193337648917,-113.80095004559797,81.86881470138863,195.6697647469866,-10.392253665735321,46.34558667350106,-112.63092977482265,101.2876528597573,213.91858263457993,-13.258288663100771,33.47594835859186,-105.7903455896998,64.94842803506052,170.7387736247603,-4.433932732412852,29.370206329664278,-87.73491470690375,56.21625829042017,143.9511729973239,-13.862696562149956,34.6053581357016,-101.68755918935847,64.59055669566781,166.2781158850263,-10.142029205503713,29.723737692308163,-74.97547579732117,65.06873120069244,140.0442069980136,-6.557731076066138,25.302532858509398,-86.38102736116318,54.92196772996937,141.30299509113254,-2.568597338850157,22.327660984290297,-57.05467596850144,53.046167116047286,110.10084308454873,-7.914380617111968,19.998327800397774,-52.59094155835869,39.42106655537802,92.01200811373671,--undefined--,2580.5144322698625,499.5186230156961,894.7760095640571,668.9612102547713,--undefined--,549.4030244148786,3795.6213673486905,2320.843348266567,2241.4241457825697,609.71559666859,3246.218342933812,2311.0968434735996,4763.6641637960065,3143.2291557229537,3230.124645181763,520.0074375325663,2452.567320322407,3163.8597111306312,5197.160104129448,4161.853249640388,4197.3253801740275,433.6748506319541,2033.3003929988167,4134.904435897966,5363.011727874145,4932.460183075215,4926.771726173484,198.61966517623807,1228.107291976179,2
0.0020602633213174753,-0.7784664715712822,0.7903712705086892,0.11613923846975807,1.5688377420799715,224.97574299018058,136.45998586434644,298.7058994982759,41.293134131217485,162.2459136339295,8.807378614589176,-226.51279569739708,26.386068458858556,5.144238397677809,252.89886415625563,22.759461841962285,86.28624485328098,71.23387393597523,67.05650138286921,13.614675702653281,63.52678301131869,5.926724137931034,5.926724137931034,1067.317479931075,340.1025012282452,196.66953763580452,1611.3192379905015,1414.649700354697,91.5425118641752,115.6752383457058,-206.59720962807154,300.6687024081206,507.26591203619216,52.43519111103531,63.01274102086475,-109.19890388029398,182.49376497479295,291.69266885508694,30.110348619572296,47.03610923132021,-85.66498302712631,137.02750013367498,222.6924831608013,-25.285614508459908,50.1833442634643,-151.50674927920022,64.66566371888295,216.1724129980832,-14.264414790973007,38.45909417334203,-114.3732586007898,88.67484143732727,203.04810003811707,-8.83617237561771,32.376597650536375,-89.84437800427969,66.37926040877174,156.22363841305145,-19.95053982114476,27.31232796799355,-92.79399377485151,53.344926415067704,146.13892018991922,-12.379805376031204,24.920733958111253,-65.74527732744266,49.76471644193526,115.50999376937793,-13.377222966149738,25.36717580936948,-83.7194721473495,54.209120871531375,137.9285930188809,-6.831219796230308,20.405284846789108,-63.167532230343795,50.43870177461755,113.60623400496135,-7.961478265823114,23.101837567162367,-81.77125455030516,42.94132229097558,124.71257684128074,-19.37904129108501,19.209867332954122,-77.68170534011992,26.441829700219685,104.1235350403396,--undefined--,2937.74109023004,522.9040510091443,768.7349001939349,579.2641759260397,--undefined--,519.4383145263938,3615.47175011868,1948.9788268308305,1973.1611986682053,675.3338463851719,3096.0334355922864,2184.6740447772995,4555.355040189621,3015.114638798441,3104.339164143043,498.61772597043336,2370.6809954123214,3365.125991656048,5463.138416030036,4010.628468468314,4042.011888783553,397.5076837957939,2098.012424373988,4108.750157044497,5405.50020033921,4885.190059142085,4823.024483616194,315.5830917497399,1296.7500432947127,2
0.002117535342340884,-0.6876016827479376,0.7612404026012374,0.09969094041723209,1.448842085349175,232.2241677444151,135.58536731124178,326.2045792766572,50.059038114637175,190.61921196541545,7.610883709351536,-227.13357557294322,47.323282370199436,5.030357766876495,274.45685794314267,21.6778993332514,83.02269817996061,67.69981518261491,62.2336733694976,17.30200940426316,61.34479884670921,5.434782608695651,5.434782608695651,962.6185550787047,435.6225593400072,178.5900190461198,1638.4363984319473,1459.8463793858275,84.57738262065178,100.74741944114174,-207.38397705131467,249.87692781369415,457.2609048650088,36.568443087059805,74.33045796795206,-130.27305952071467,211.78781438323477,342.0608739039494,29.51916164225448,50.98491286744687,-99.04958809043548,136.91370348798048,235.96329157841598,-10.293146145798838,45.85376862877888,-140.74139751865067,96.24548888640325,236.98688640505392,-12.824665495514814,43.05680665210948,-123.53084792982568,74.11244073041823,197.6432886602439,-17.145288980043002,33.5539630359789,-92.97435898568445,63.31109216165554,156.28545114733998,-8.944696104469866,30.155168432134378,-102.28541896295587,55.343078763042534,157.62849772599841,-14.511068532560026,30.09437982290098,-84.76292968715215,57.77199928724964,142.5349289744018,0.260201906554112,23.272237487806215,-69.23055819582241,55.69524014584372,124.92579834166614,-12.295946574037675,21.95849117243916,-66.70659222905081,57.097696515325644,123.80428874437646,-4.446566238226326,20.56915238196071,-65.78267123824695,54.89425660797623,120.67692784622318,-13.050275134022934,19.438382843312816,-71.3986458993536,48.567435165539585,119.96608106489319,--undefined--,2397.240068510544,630.350863680018,841.6382214237184,555.861894103634,--undefined--,822.4901845789328,3360.8086018494446,2034.5180795973151,2054.763572080156,545.8690741891393,2538.318417270512,2207.015326354335,4461.7586406617265,3021.621260211369,3107.5867794680676,448.3634938990715,2254.7433143073918,3164.8950577773267,5429.755528831823,4031.0593124455136,4104.545131841764,451.9379390021271,2264.860471054496,4077.8859887051244,5348.495388171226,4991.3164253369305,4939.91321373355,289.09466043378677,1270.6093994661019,2
